start,stop,ID
0,30,0
30,31,8
31,33,0
33,34,5
34,35,0
35,39,18
39,52,9
52,56,16
56,63,18
63,65,9
65,66,2
66,73,9
73,79,18
79,80,16
80,81,18
81,82,16
82,84,14
84,86,16
86,93,14
93,95,7
95,102,14
102,128,2
128,140,7
140,142,10
142,147,12
147,162,14
162,168,19
168,171,0
171,172,5
172,173,0
173,174,5
174,175,0
175,180,5
180,295,0
295,306,3
306,322,13
322,324,11
324,325,4
325,328,13
328,336,4
336,357,3
357,358,4
358,359,3
359,387,4
387,445,0
445,486,18
486,490,19
490,508,18
508,517,5
517,582,0
582,586,3
586,590,0
590,591,10
591,592,0
592,593,10
593,595,9
595,596,13
596,605,10
605,606,13
606,617,10
617,640,7
640,645,10
645,646,12
646,649,9
649,650,14
650,652,3
652,660,14
660,661,3
661,675,4
675,685,3
685,866,0
866,871,3
871,874,0
874,881,8
881,883,12
883,891,1
891,892,12
892,893,13
893,914,8
914,921,12
921,926,14
926,942,4
942,943,3
943,944,4
944,945,0
945,948,4
948,949,0
949,950,4
950,1152,0
1152,1163,3
1163,1194,4
1194,1207,3
1207,1272,0
1272,1273,14
1273,1274,0
1274,1281,14
1281,1286,12
1286,1287,14
1287,1290,12
1290,1291,14
1291,1292,12
1292,1320,14
1320,1321,12
1321,1326,14
1326,1338,4
1338,1340,3
1340,1341,0
1341,1342,3
1342,1393,0
1393,1403,5
1403,1406,0
1406,1407,19
1407,1410,18
1410,1413,19
1413,1414,18
1414,1415,19
1415,1416,18
1416,1429,19
1429,1432,18
1432,1441,19
1441,1460,18
1460,1619,0
1619,1625,5
1625,1687,16
1687,1692,8
1692,1870,0
1870,1875,5
1875,1878,0
1878,1885,18
1885,1889,19
1889,1905,18
1905,1925,5
1925,1926,18
1926,1927,5
1927,1928,19
1928,1931,18
1931,1938,19
1938,1939,18
1939,1945,19
1945,1951,18
1951,1952,19
1952,1957,18
1957,1969,5
1969,2008,0
2008,2009,12
2009,2010,0
2010,2058,12
2058,2067,10
2067,2068,0
2068,2070,4
2070,2071,3
2071,2072,4
2072,2081,3
2081,2211,0
2211,2219,3
2219,2225,13
2225,2228,10
2228,2229,12
2229,2230,10
2230,2231,12
2231,2238,13
2238,2242,11
2242,2246,10
2246,2249,11
2249,2263,10
2263,2266,12
2266,2273,10
2273,2285,3
2285,2325,0
2325,2333,5
2333,2344,16
2344,2381,15
2381,2385,5
2385,2386,15
2386,2389,5
2389,2390,15
2390,2393,5
2393,2395,15
2395,2443,0
2443,2446,3
2446,2452,14
2452,2458,4
2458,2463,12
2463,2464,1
2464,2475,12
2475,2476,14
2476,2489,12
2489,2497,1
2497,2498,14
2498,2499,1
2499,2500,14
2500,2503,2
2503,2509,5
2509,2510,8
2510,2511,5
2511,2520,8
2520,2525,6
2525,2529,4
2529,2595,0
2595,2598,16
2598,2607,15
2607,2651,17
2651,2652,15
2652,2653,16
2653,2654,15
2654,2656,16
2656,2661,5
2661,2663,15
2663,2664,5
2664,2665,16
2665,2666,5
2666,2667,16
2667,2669,8
2669,2670,0
2670,2671,8
2671,2672,0
2672,2673,8
2673,2706,0
2706,2716,3
2716,2721,13
2721,2726,12
2726,2727,11
2727,2734,13
2734,2736,11
2736,2737,13
2737,2738,11
2738,2739,13
2739,2740,10
2740,2744,11
2744,2758,10
2758,2759,12
2759,2765,10
2765,2771,4
2771,2784,3
2784,2820,0
2820,2821,9
2821,2823,0
2823,2872,9
2872,2878,3
2878,2937,0
2937,2938,1
2938,2939,0
2939,2940,4
2940,2941,0
2941,2942,4
2942,2943,1
2943,2944,4
2944,2945,1
2945,2946,4
2946,2947,1
2947,2949,4
2949,2964,1
2964,2966,8
2966,2972,1
2972,2973,6
2973,2988,1
2988,2989,6
2989,2994,12
2994,2995,8
2995,3004,3
3004,3010,8
3010,3012,6
3012,3020,4
3020,3070,0
3070,3081,3
3081,3087,13
3087,3088,11
3088,3089,13
3089,3090,11
3090,3091,13
3091,3092,11
3092,3094,13
3094,3095,11
3095,3099,13
3099,3100,11
3100,3102,13
3102,3103,11
3103,3104,13
3104,3109,11
3109,3130,10
3130,3131,4
3131,3132,10
3132,3133,4
3133,3143,3
3143,3150,0
