start,stop,ID
0,30,0
30,31,2
31,38,5
38,41,2
41,46,5
46,49,8
49,55,5
55,56,15
56,57,5
57,58,15
58,60,5
60,65,16
65,68,14
68,78,15
78,85,17
85,86,16
86,91,17
91,94,16
94,96,17
96,100,16
100,107,17
107,109,15
109,111,16
111,112,15
112,113,16
113,120,5
120,121,16
121,123,5
123,124,16
124,125,3
125,126,0
126,127,8
127,181,0
181,191,12
191,192,9
192,193,1
193,194,10
194,201,12
201,202,10
202,208,12
208,210,1
210,215,12
215,216,7
216,217,12
217,241,7
241,243,12
243,263,14
263,264,2
264,277,4
277,278,3
278,280,0
280,281,3
281,283,0
283,284,3
284,313,0
313,321,5
321,322,0
322,323,5
323,326,0
326,327,19
327,332,18
332,343,19
343,344,18
344,345,9
345,346,18
346,347,9
347,348,18
348,351,2
351,353,18
353,354,2
354,355,18
355,388,5
388,401,19
401,404,1
404,405,19
405,406,9
406,411,19
411,414,2
414,430,5
430,459,0
459,461,14
461,474,12
474,477,14
477,479,12
479,514,14
514,520,4
520,523,3
523,524,0
524,525,4
525,585,0
585,587,5
587,588,0
588,591,5
591,617,15
617,623,0
623,626,15
626,627,0
627,634,15
634,665,0
665,666,3
666,711,10
711,712,7
712,714,4
714,715,6
715,718,4
718,719,6
719,720,4
720,730,3
730,914,0
914,920,11
920,921,12
921,932,11
932,934,13
934,950,11
950,955,6
955,964,4
964,1131,0
1131,1142,5
1142,1144,0
1144,1147,18
1147,1154,19
1154,1155,18
1155,1169,19
1169,1173,18
1173,1176,19
1176,1177,18
1177,1178,19
1178,1186,18
1186,1201,5
1201,1351,0
1351,1363,5
1363,1365,0
1365,1367,18
1367,1373,19
1373,1374,18
1374,1389,19
1389,1394,18
1394,1395,19
1395,1424,18
1424,1437,5
1437,1471,0
1471,1472,4
1472,1572,0
1572,1584,5
1584,1588,18
1588,1594,19
1594,1595,18
1595,1602,19
1602,1604,18
1604,1606,19
1606,1608,9
1608,1610,2
1610,1616,3
1616,1619,10
1619,1620,3
1620,1622,5
1622,1633,13
1633,1634,2
1634,1635,13
1635,1643,2
1643,1645,7
1645,1655,10
1655,1659,9
1659,1664,14
1664,1670,19
1670,1671,2
1671,1677,19
1677,1692,5
1692,1737,0
1737,1782,12
1782,1784,10
1784,1786,0
1786,1790,4
1790,1794,3
1794,1795,4
1795,1945,0
1945,1952,3
1952,1953,5
1953,1954,3
1954,1988,16
1988,1989,5
1989,1994,16
1994,1995,5
1995,1998,16
1998,1999,3
1999,2000,16
2000,2001,3
2001,2007,8
2007,2051,0
2051,2065,12
2065,2066,11
2066,2067,12
2067,2068,11
2068,2069,12
2069,2071,13
2071,2076,11
2076,2077,12
2077,2086,11
2086,2087,12
2087,2089,11
2089,2096,0
2096,2097,4
2097,2099,0
2099,2101,4
2101,2109,3
2109,2175,0
2175,2178,1
2178,2179,11
2179,2187,1
2187,2188,2
2188,2189,6
2189,2190,2
2190,2191,11
2191,2194,6
2194,2196,13
2196,2197,11
2197,2198,6
2198,2199,11
2199,2206,6
2206,2208,1
2208,2209,12
2209,2210,7
2210,2211,12
2211,2212,7
2212,2214,12
2214,2215,14
2215,2216,12
2216,2223,14
2223,2230,9
2230,2231,1
2231,2238,9
2238,2239,2
2239,2241,1
2241,2249,2
2249,2262,5
2262,2265,6
2265,2269,8
2269,2270,6
2270,2474,0
2474,2485,1
2485,2518,6
2518,2526,4
2526,2532,3
2532,2533,6
2533,2534,3
2534,2539,6
2539,2547,4
2547,2549,3
2549,2569,4
2569,2736,0
2736,2755,4
2755,2756,5
2756,2766,3
2766,2773,5
2773,2774,4
2774,2777,5
2777,2842,0
2842,2844,13
2844,2845,11
2845,2847,18
2847,2851,5
2851,2852,16
2852,2853,15
2853,2859,2
2859,2861,1
2861,2866,6
2866,2877,8
2877,2881,3
2881,2887,8
2887,2889,3
2889,2892,0
2892,2912,4
2912,2922,3
2922,2923,0
2923,2925,3
2925,2953,0
2953,2954,5
2954,2955,0
2955,2956,3
2956,2957,0
2957,2958,3
2958,2962,0
2962,2963,14
2963,2964,9
2964,2965,14
2965,2967,12
2967,2968,9
2968,2969,14
2969,2970,9
2970,2971,14
2971,2974,9
2974,2975,14
2975,2976,9
2976,2977,14
2977,2978,9
2978,2979,14
2979,2980,9
2980,2981,14
2981,2982,9
2982,2987,14
2987,2988,9
2988,3000,14
3000,3020,9
3020,3025,5
3025,3026,3
3026,3182,0
3182,3183,3
3183,3184,0
3184,3185,3
3185,3193,0
3193,3194,9
3194,3195,0
3195,3196,13
3196,3211,4
3211,3212,3
3212,3214,6
3214,3217,5
3217,3224,3
3224,3226,0
3226,3247,3
3247,3267,13
3267,3279,4
3279,3288,3
3288,3290,0
3290,3291,3
3291,3292,0
