start,stop,ID
0,30,0
30,34,15
34,42,17
42,47,15
47,48,17
48,49,15
49,51,17
51,54,15
54,59,17
59,66,5
66,70,3
70,75,12
75,81,10
81,83,11
83,86,10
86,87,11
87,88,10
88,97,11
97,100,10
100,103,11
103,105,10
105,117,3
117,118,0
118,119,3
119,163,0
163,175,5
175,177,0
177,179,18
179,190,14
190,198,1
198,199,14
199,225,2
225,226,7
226,227,2
227,228,7
228,230,10
230,231,9
231,232,10
232,240,9
240,249,14
249,257,19
257,271,5
271,435,0
435,437,4
437,440,0
440,463,9
463,464,13
464,465,10
465,471,9
471,472,4
472,477,9
477,488,3
488,489,5
489,524,0
524,525,3
525,527,0
527,528,3
528,529,0
529,532,3
532,535,0
535,539,9
539,547,13
547,549,9
549,552,13
552,553,11
553,560,13
560,562,4
562,563,11
563,567,0
567,582,3
582,619,0
619,629,5
629,636,9
636,637,19
637,642,9
642,643,19
643,644,1
644,645,9
645,646,19
646,648,1
648,654,19
654,678,5
678,679,19
679,681,18
681,682,19
682,685,9
685,687,19
687,688,9
688,693,19
693,697,9
697,703,19
703,705,0
705,719,5
719,882,0
882,885,1
885,886,4
886,892,1
892,903,6
903,904,11
904,913,6
913,914,8
914,921,6
921,929,1
929,930,4
930,939,6
939,943,0
943,944,4
944,945,0
945,946,4
946,950,5
950,959,4
959,1041,0
1041,1066,4
1066,1158,0
1158,1160,8
1160,1162,12
1162,1170,1
1170,1172,6
1172,1174,5
1174,1198,8
1198,1214,4
1214,1217,0
1217,1221,3
1221,1285,0
1285,1287,3
1287,1288,0
1288,1289,12
1289,1290,0
1290,1293,12
1293,1294,1
1294,1295,13
1295,1296,1
1296,1297,13
1297,1298,11
1298,1299,13
1299,1300,10
1300,1304,13
1304,1322,12
1322,1337,1
1337,1342,12
1342,1343,7
1343,1344,12
1344,1346,7
1346,1347,8
1347,1348,3
1348,1349,2
1349,1350,3
1350,1355,4
1355,1356,6
1356,1360,4
1360,1362,6
1362,1369,0
1369,1370,3
1370,1485,0
1485,1513,16
1513,1515,17
1515,1531,16
1531,1533,17
1533,1540,16
1540,1541,5
1541,1542,16
1542,1543,5
1543,1544,16
1544,1545,5
1545,1548,16
1548,1550,3
1550,1553,0
1553,1554,8
1554,1586,0
1586,1595,3
1595,1610,13
1610,1612,11
1612,1614,13
1614,1616,11
1616,1618,13
1618,1620,4
1620,1621,11
1621,1644,3
1644,1646,13
1646,1669,4
1669,1680,3
1680,1722,0
1722,1753,12
1753,1755,11
1755,1766,12
1766,1768,10
1768,1779,3
1779,1816,0
1816,1823,14
1823,1828,9
1828,1830,14
1830,1831,9
1831,1833,14
1833,1836,9
1836,1841,14
1841,1842,9
1842,1845,14
1845,1846,9
1846,1855,14
1855,1863,9
1863,1864,5
1864,1865,3
1865,1980,0
1980,1981,3
1981,1982,0
1982,1983,3
1983,1984,0
1984,1995,3
1995,1996,12
1996,1997,13
1997,1998,12
1998,1999,13
1999,2000,12
2000,2003,13
2003,2004,11
2004,2011,13
2011,2012,11
2012,2019,13
2019,2020,11
2020,2021,13
2021,2022,10
2022,2023,13
2023,2024,10
2024,2025,11
2025,2031,10
2031,2032,4
2032,2037,0
2037,2052,3
2052,2201,0
2201,2209,12
2209,2211,0
2211,2212,10
2212,2213,12
2213,2214,10
2214,2216,12
2216,2218,13
2218,2219,12
2219,2220,10
2220,2227,12
2227,2229,1
2229,2230,10
2230,2256,7
2256,2262,10
2262,2263,9
2263,2274,14
2274,2279,10
2279,2283,4
2283,2285,10
2285,2286,0
2286,2288,4
2288,2289,0
2289,2290,4
2290,2291,0
2291,2300,3
2300,2343,0
2343,2344,3
2344,2348,0
2348,2349,11
2349,2350,0
2350,2352,11
2352,2362,12
2362,2379,11
2379,2395,12
2395,2403,4
2403,2414,3
2414,2441,0
2441,2442,8
2442,2450,16
2450,2455,15
2455,2497,17
2497,2498,16
2498,2499,17
2499,2500,16
2500,2504,17
2504,2507,15
2507,2508,16
2508,2520,5
2520,2521,16
2521,2523,0
2523,2524,16
2524,2685,0
2685,2751,15
2751,2775,0
2775,2776,5
2776,2777,0
2777,2790,5
2790,2800,18
2800,2801,19
2801,2802,18
2802,2807,19
2807,2810,18
2810,2811,19
2811,2812,18
2812,2813,19
2813,2817,18
2817,2818,19
2818,2819,18
2819,2822,19
2822,2827,18
2827,2828,5
2828,2829,18
2829,2836,5
2836,2837,0
2837,2838,5
