start,stop,ID
0,60,0
60,63,12
63,64,0
64,65,12
65,66,10
66,67,12
67,68,10
68,71,12
71,72,13
72,73,12
73,74,13
74,75,0
75,76,13
76,77,10
77,78,13
78,79,12
79,80,13
80,83,12
83,86,10
86,87,12
87,88,11
88,94,12
94,95,10
95,96,12
96,97,10
97,100,12
100,127,7
127,133,14
133,134,9
134,149,14
149,151,4
151,154,0
154,159,4
159,170,3
170,206,0
206,212,3
212,228,13
228,230,11
230,232,13
232,235,11
235,239,4
239,257,3
257,259,8
259,268,3
268,269,0
269,270,3
270,271,12
271,272,11
272,275,12
275,276,11
276,288,13
288,289,11
289,290,13
290,294,11
294,296,13
296,301,11
301,308,4
308,309,0
309,323,3
323,487,0
487,490,8
490,501,16
501,546,17
546,552,5
552,553,15
553,557,5
557,606,0
606,611,14
611,618,9
618,619,14
619,633,9
633,636,14
636,654,9
654,662,3
662,717,0
717,718,5
718,728,0
728,749,14
749,751,1
751,753,14
753,754,1
754,760,14
760,763,2
763,766,11
766,770,13
770,779,2
779,780,1
780,791,7
791,794,14
794,795,9
795,821,14
821,829,9
829,834,5
834,954,0
954,981,11
981,984,13
984,997,11
997,998,0
998,1002,4
1002,1004,0
1004,1015,3
1015,1196,0
1196,1200,5
1200,1204,0
1204,1206,5
1206,1212,0
1212,1231,9
1231,1233,19
1233,1234,18
1234,1235,19
1235,1236,18
1236,1237,19
1237,1238,9
1238,1241,19
1241,1266,9
1266,1270,5
1270,1271,0
1271,1272,5
1272,1325,0
1325,1326,8
1326,1328,0
1328,1330,16
1330,1335,0
1335,1341,5
1341,1342,9
1342,1343,13
1343,1346,18
1346,1351,13
1351,1354,9
1354,1367,13
1367,1368,0
1368,1369,4
1369,1373,0
1373,1388,3
1388,1437,0
1437,1439,11
1439,1440,12
1440,1441,11
1441,1444,0
1444,1461,11
1461,1464,13
1464,1469,11
1469,1470,10
1470,1473,11
1473,1474,10
1474,1475,11
1475,1482,4
1482,1486,0
1486,1493,3
1493,1540,0
1540,1546,5
1546,1547,0
1547,1551,5
1551,1555,0
1555,1572,9
1572,1584,19
1584,1607,9
1607,1614,5
1614,1687,0
1687,1688,11
1688,1693,0
1693,1697,11
1697,1699,1
1699,1700,6
1700,1701,1
1701,1705,6
1705,1706,0
1706,1707,6
1707,1709,0
1709,1711,6
1711,1713,0
1713,1714,6
1714,1755,0
1755,1766,4
1766,1767,0
1767,1768,4
1768,1830,0
1830,1832,4
1832,1848,3
1848,1862,13
1862,1863,4
1863,1867,13
1867,1881,4
1881,1895,3
1895,1976,0
1976,1977,13
1977,1983,1
1983,1986,15
1986,1987,0
1987,1988,15
1988,1989,0
1989,2014,8
2014,2023,0
2023,2027,4
2027,2077,0
2077,2081,10
2081,2082,3
2082,2125,10
2125,2130,4
2130,2142,3
2142,2189,0
2189,2201,5
2201,2202,15
2202,2205,17
2205,2207,16
2207,2208,15
2208,2210,16
2210,2212,15
2212,2213,9
2213,2214,16
2214,2215,18
2215,2226,15
2226,2227,2
2227,2229,4
2229,2234,15
2234,2246,5
2246,2384,0
2384,2423,12
2423,2424,10
2424,2426,11
2426,2436,4
2436,2437,0
2437,2440,4
2440,2445,0
2445,2446,3
2446,2447,0
2447,2448,3
2448,2504,0
2504,2507,12
2507,2510,1
2510,2511,10
2511,2512,9
2512,2519,10
2519,2520,0
2520,2521,10
2521,2522,6
2522,2523,10
2523,2534,6
2534,2536,7
2536,2542,6
2542,2547,8
2547,2553,3
2553,2554,6
2554,2556,1
2556,2564,6
2564,2567,8
2567,2568,0
2568,2569,13
2569,2571,3
2571,2572,13
2572,2573,8
2573,2576,3
2576,2578,4
2578,2579,6
2579,2583,4
2583,2585,6
2585,2744,0
2744,2796,14
2796,2803,9
2803,2808,5
2808,2961,0
2961,2973,19
2973,2974,9
2974,2977,19
2977,2982,2
2982,3001,5
3001,3011,6
3011,3032,0
3032,3033,5
3033,3034,2
3034,3037,4
3037,3049,0
