start,stop,ID
0,58,0
58,60,12
60,61,11
61,70,12
70,72,11
72,73,12
73,74,11
74,75,12
75,77,11
77,79,13
79,85,11
85,86,12
86,93,11
93,96,12
96,102,0
102,103,4
103,106,0
106,109,3
109,110,0
110,111,3
111,146,0
146,157,5
157,160,0
160,173,18
173,178,19
178,189,18
189,190,19
190,200,18
200,201,5
201,202,18
202,203,5
203,204,18
204,207,5
207,208,0
208,211,5
211,399,0
399,400,13
400,401,0
401,402,13
402,403,11
403,404,13
404,405,12
405,406,11
406,409,12
409,410,10
410,411,12
411,412,10
412,413,12
413,414,10
414,415,12
415,416,13
416,417,12
417,418,13
418,419,0
419,420,13
420,421,0
421,422,13
422,423,11
423,424,13
424,425,12
425,426,11
426,427,12
427,428,10
428,429,12
429,430,13
430,431,1
431,432,13
432,433,1
433,434,13
434,435,12
435,436,10
436,437,12
437,438,10
438,439,12
439,462,7
462,463,10
463,464,7
464,465,10
465,466,14
466,467,9
467,470,14
470,473,9
473,480,14
480,484,4
484,487,0
487,490,4
490,494,0
494,500,3
500,530,0
530,536,16
536,544,15
544,570,17
570,571,16
571,578,17
578,579,16
579,580,17
580,583,16
583,584,5
584,585,16
585,589,5
589,591,16
591,594,5
594,772,0
772,776,3
776,778,0
778,780,3
780,782,0
782,822,9
822,830,3
830,873,0
873,874,3
874,882,0
882,904,13
904,915,4
915,940,3
940,945,13
945,974,4
974,976,0
976,987,3
987,1014,0
1014,1026,5
1026,1039,18
1039,1046,19
1046,1047,18
1047,1048,19
1048,1055,18
1055,1063,19
1063,1064,18
1064,1065,19
1065,1070,18
1070,1079,5
1079,1115,0
1115,1128,5
1128,1142,18
1142,1143,19
1143,1144,18
1144,1145,19
1145,1154,18
1154,1187,2
1187,1192,10
1192,1195,9
1195,1199,19
1199,1203,14
1203,1211,19
1211,1218,18
1218,1219,5
1219,1220,18
1220,1221,5
1221,1222,18
1222,1229,5
1229,1260,0
1260,1262,3
1262,1268,0
1268,1282,11
1282,1286,13
1286,1292,11
1292,1293,13
1293,1302,11
1302,1304,0
1304,1307,4
1307,1308,0
1308,1311,4
1311,1321,3
1321,1362,0
1362,1372,1
1372,1377,6
1377,1379,5
1379,1399,6
1399,1401,8
1401,1404,6
1404,1414,3
1414,1416,6
1416,1417,1
1417,1426,6
1426,1430,0
1430,1431,16
1431,1432,13
1432,1433,5
1433,1436,13
1436,1437,5
1437,1438,18
1438,1439,5
1439,1440,2
1440,1442,6
1442,1443,4
1443,1450,6
1450,1494,0
1494,1512,3
1512,1541,4
1541,1556,3
1556,1603,0
1603,1613,5
1613,1615,0
1615,1623,18
1623,1627,19
1627,1631,15
1631,1632,9
1632,1639,18
1639,1666,5
1666,1670,18
1670,1671,9
1671,1672,18
1672,1677,9
1677,1681,19
1681,1683,9
1683,1684,18
1684,1685,9
1685,1691,19
1691,1695,18
1695,1697,19
1697,1712,5
1712,1806,0
1806,1867,16
1867,1868,3
1868,1869,16
1869,1874,0
1874,1875,8
1875,1920,0
1920,1921,12
1921,1922,0
1922,1923,12
1923,1924,0
1924,1929,12
1929,1934,10
1934,1935,13
1935,1945,10
1945,1946,13
1946,1947,10
1947,1948,13
1948,1949,11
1949,1956,10
1956,1957,0
1957,1958,10
1958,1961,0
1961,1965,4
1965,1975,3
1975,1976,0
1976,1977,3
1977,2026,0
2026,2027,13
2027,2028,0
2028,2029,1
2029,2030,4
2030,2031,1
2031,2034,4
2034,2038,6
2038,2039,8
2039,2040,6
2040,2059,8
2059,2060,3
2060,2076,4
2076,2077,0
2077,2078,4
2078,2084,3
2084,2132,0
2132,2133,3
2133,2134,0
2134,2135,3
2135,2142,0
2142,2143,3
2143,2144,11
2144,2167,13
2167,2168,11
2168,2170,4
2170,2171,11
2171,2178,4
2178,2181,0
2181,2190,3
2190,2402,0
2402,2404,11
2404,2409,1
2409,2410,13
2410,2411,1
2411,2412,13
2412,2416,11
2416,2418,7
2418,2419,11
2419,2420,13
2420,2423,11
2423,2426,7
2426,2427,12
2427,2429,7
2429,2432,13
2432,2444,9
2444,2445,14
2445,2447,9
2447,2450,14
2450,2454,1
2454,2455,2
2455,2460,7
2460,2461,2
2461,2463,3
2463,2465,5
2465,2467,3
2467,2469,5
2469,2470,8
2470,2471,10
2471,2474,8
2474,2481,6
2481,2484,0
2484,2485,4
2485,2530,0
2530,2533,5
2533,2595,15
2595,2726,0
2726,2765,14
2765,2774,9
2774,2779,3
2779,2785,0
